物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,理論必要日客数,推奨必要日客数,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント,seongsu_rank,seongsu_fit_score,seongsu_fit_stars,seongsu_fit_type,ブランド順位,星評価,ブランド適合度,ブランドタイプ
ＡＫビルⅩⅢ　１階 1階,香川県高松市百間町,25.3万円,76.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/,取得済み,34.3451724,134.0528471,25.3,76.0,,253000.0,76.0,22.99,中心街,中規模,不明,1階・路面想定,不明,11005.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,23.0,0.32,0.26,0.1,1050,160000.0,413000.0,1290625.0,49639.0,1229.0,47.0,47.0,76.0,6897000.0,14943501.0,10920250.0,35,35,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高回転型。必要月商1,290,625円、必要日客数47人が目安。",,,,,,評価不可,,飲食可否対象外
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,香川県高松市塩屋町,26.0656万円,97.93㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68d9f87b7f54e611de549e33/,取得済み,34.342155,134.0550633,26.0656,97.93,,260656.0,97.93,29.62,中心街,中規模,不明,不明,不明,8799.0,中心街・高回転型,,中心街目的来店・回転型カフェ,30.0,0.31,0.25,0.1,1100,160000.0,420656.0,1237224.0,47586.0,1125.0,43.0,43.0,74.0,9479624.0,20736678.0,15108151.0,17,17,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高回転型。必要月商1,237,224円、必要日客数43人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,26.4万円,124.23㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,取得済み,34.3428604,134.0487343,26.4,124.23,,264000.0,124.23,37.58,中心街,大型,店舗系,不明,不明,7025.0,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,0.31,0.25,0.1,1100,250000.0,514000.0,1511765.0,58145.0,1374.0,53.0,53.0,90.0,12025464.0,26305703.0,19165584.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,511,765円、必要日客数53人が目安。",11.0,72.8,★★★★☆,標準テナント実装型,11.0,★★★★☆,72.8,標準テナント実装型
高松市 国分寺町新居 (端岡駅) の貸店舗・事務所(一括),香川県高松市国分寺町新居,27.5万円,167.55㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a07ab7dce03c2ec06377e02/,取得済み,34.3150123,133.9666553,27.5,167.55,,275000.0,167.55,50.68,郊外,大型,店舗系,不明,不明,5426.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,56.0,0.34,0.29,0.1,1250,250000.0,525000.0,1944444.0,74786.0,1556.0,60.0,60.0,108.0,21287228.0,45615489.0,33451358.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,944,444円、必要日客数60人が目安。",,,,,,評価不可,,飲食可否対象外
プレシャス番町ビル（第一讃機ビル） 2F南東コスモス,香川県高松市番町３丁目,27.5万円,169.00㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8a4e80cccef06e5316d54/,取得済み,34.3423736,134.0417194,27.5,169.0,,275000.0,169.0,51.12,準中心街,大型,不明,上階・地下想定,不明,5379.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,56.0,0.34,0.29,0.1,1250,250000.0,525000.0,1944444.0,74786.0,1556.0,60.0,60.0,108.0,21471451.0,46010252.0,33740852.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食不可のため原則対象外 / 上階・地下で集客難度あり / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,944,444円、必要日客数60人が目安。",,,,,,評価不可,,飲食可否対象外
巧匠ビル　１・２階,香川県高松市今新町,28万円,235.74㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-660e5dbfedc6e56a05971a7b/,取得済み,34.3439421,134.0526969,28.0,235.74,,280000.0,235.74,71.31,中心街,大型,不明,上階・地下想定,不明,3926.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,78.0,0.34,0.29,0.1,1250,250000.0,530000.0,1962963.0,75499.0,1570.0,60.0,60.0,109.0,29950768.0,64180217.0,47065492.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,962,963円、必要日客数60人が目安。",,,,,,評価不可,,飲食可否対象外
オフィスビルいずみ東１階 1階,香川県高松市上天神町,29.7万円,176.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-653f4bd6e89777535faced84/,取得済み,34.3115266,134.0391502,29.7,176.0,,297000.0,176.0,53.24,準中心街,大型,事務所系,1階・路面想定,不明,5579.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,59.0,0.34,0.29,0.1,1250,250000.0,547000.0,2025926.0,77920.0,1621.0,62.0,62.0,112.0,22360801.0,47916002.0,35138402.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,025,926円、必要日客数62人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,33万円,108.27㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68955a821363053550874c30/,取得済み,34.2790659,133.972223,33.0,108.27,,330000.0,108.27,32.75,郊外,中規模,店舗系,不明,不明,10076.0,郊外・駐車場依存型,,郊外生活圏カフェ,33.0,0.31,0.26,0.1,1050,165000.0,495000.0,1500000.0,57692.0,1429.0,55.0,55.0,82.0,9170469.0,19651006.0,14410738.0,17,17,D,多客数が必須 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,500,000円、必要日客数55人が目安。",25.0,66.6,★★★☆☆,標準テナント実装型,25.0,★★★☆☆,66.6,標準テナント実装型
ガーデンコート高松 2F,香川県高松市大工町,33万円,199.51㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,取得済み,34.3445496,134.0527521,33.0,199.51,,330000.0,199.51,60.35,中心街,大型,不明,上階・地下想定,不明,5468.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,66.0,0.34,0.29,0.1,1250,250000.0,580000.0,2148148.0,82621.0,1719.0,66.0,66.0,119.0,25347746.0,54316600.0,39832173.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可 / 上階・地下で集客難度あり / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,148,148円、必要日客数66人が目安。",48.0,56.0,★★☆☆☆,実装難度高,48.0,★★☆☆☆,56.0,実装難度高
エーワン藤塚ビル　１階駐車場・倉庫　２階・３階事務所,香川県高松市藤塚町２丁目,33万円,223.89㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977b424941747cdcc717/,取得済み,34.3339638,134.0508466,33.0,223.89,,330000.0,223.89,67.73,準中心街,大型,倉庫・工場系,1階・路面想定,あり,4873.0,大型投資・高売上必須型,,大型リノベ・複合目的型カフェ,74.0,0.34,0.29,0.1,1300,250000.0,580000.0,2148148.0,82621.0,1652.0,64.0,64.0,114.0,30477027.0,64340391.0,47408709.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,148,148円、必要日客数64人が目安。",,,,,,評価不可,,飲食可否対象外
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,香川県高松市塩屋町,33.1485万円,132.85㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e65d5a95dbcb/,取得済み,34.342155,134.0550633,33.1485,132.85,,331485.0,132.85,40.19,中心街,大型,不明,不明,不明,8249.0,中心街・高回転型,,中心街目的来店・回転型カフェ,44.0,0.31,0.25,0.1,1100,250000.0,581485.0,1710250.0,65779.0,1555.0,60.0,60.0,102.0,12859880.0,28130989.0,20495434.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可否確認必要 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,710,250円、必要日客数60人が目安。",,,,,,評価不可,,飲食可否対象外
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,香川県高松市塩屋町,33.1485万円,132.85㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e665070e0af6/,取得済み,34.342155,134.0550633,33.1485,132.85,,331485.0,132.85,40.19,中心街,大型,不明,不明,不明,8249.0,中心街・高回転型,,中心街目的来店・回転型カフェ,44.0,0.31,0.25,0.1,1100,250000.0,581485.0,1710250.0,65779.0,1555.0,60.0,60.0,102.0,12859880.0,28130989.0,20495434.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可否確認必要 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,710,250円、必要日客数60人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 林町 (伏石駅) の貸店舗（一括）,香川県高松市林町,35万円,223.90㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67a47b12991eeb6eed4aac18/,取得済み,34.3005438,134.069878,35.0,223.9,,350000.0,223.9,67.73,郊外,大型,店舗系,不明,不明,5168.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,75.0,0.34,0.29,0.1,1250,250000.0,600000.0,2222222.0,85470.0,1778.0,68.0,68.0,123.0,28446496.0,60956777.0,44701636.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,222,222円、必要日客数68人が目安。",,,,,,評価不可,,飲食可否対象外
カーラビル １F,香川県高松市瓦町２丁目,49.5万円,124.54㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,取得済み,34.3399504,134.0514047,49.5,124.54,,495000.0,124.54,37.67,中心街,大型,不明,1階・路面想定,不明,13139.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,41.0,0.32,0.26,0.1,1050,272250.0,767250.0,2397656.0,92218.0,2283.0,88.0,88.0,141.0,11302005.0,24487678.0,17894842.0,3,3,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商2,397,656円、必要日客数88人が目安。",7.0,74.7,★★★★☆,標準テナント実装型,7.0,★★★★☆,74.7,標準テナント実装型
西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,51.4272万円,515.20㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/,取得済み,34.3603444,134.0966033,51.4272,515.2,,514272.0,515.2,155.85,郊外,大型,店舗系,1階・路面想定,不明,3300.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,171.0,0.34,0.29,0.1,1250,282850.0,797122.0,2952302.0,113550.0,2362.0,91.0,91.0,164.0,65456162.0,140263205.0,102859684.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,952,302円、必要日客数91人が目安。",,,,,,評価不可,,飲食可否対象外
ソレイユ第一ビル 202,香川県高松市亀井町,53.96万円,324.36㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897fe42494105814fab17/,取得済み,34.3401075,134.0481231,53.96,324.36,,539600.0,324.36,98.12,中心街,大型,不明,不明,不明,5499.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,108.0,0.34,0.29,0.1,1250,296780.0,836380.0,3097704.0,119142.0,2478.0,95.0,95.0,172.0,41209940.0,88307013.0,64758476.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商3,097,704円、必要日客数95人が目安。",37.0,60.0,★★★☆☆,標準テナント実装型,37.0,★★★☆☆,60.0,標準テナント実装型
オフィスビルいずみ,香川県高松市上天神町,55万円,584.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60743b77298a4d7ba61a7822/,取得済み,34.3115266,134.0391502,55.0,584.0,,550000.0,584.0,176.66,準中心街,大型,事務所系,不明,不明,3113.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,194.0,0.34,0.29,0.1,1250,302500.0,852500.0,3157407.0,121439.0,2526.0,97.0,97.0,175.0,74197203.0,158994006.0,116595604.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商3,157,407円、必要日客数97人が目安。",,,,,,評価不可,,飲食可否対象外
瓦町スクエアビルド ５階,香川県高松市瓦町２丁目,83.13万円,458.03㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/,取得済み,34.3399504,134.0514047,83.13,458.03,,831300.0,458.03,138.55,中心街,大型,不明,不明,不明,6000.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,152.0,0.34,0.29,0.1,1250,457215.0,1288515.0,4772278.0,183549.0,3818.0,147.0,147.0,264.0,58192714.0,124698672.0,91445693.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商4,772,278円、必要日客数147人が目安。",,,,,,評価不可,,飲食可否対象外
ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,220万円,"1,038.74㎡",,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,取得済み,34.3412277,134.051584,220.0,1038.74,,2200000.0,1038.74,314.22,中心街,大型,不明,1階・路面想定,不明,7001.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,346.0,0.34,0.29,0.1,1250,1210000.0,3410000.0,12629630.0,485755.0,10104.0,389.0,389.0,699.0,131971922.0,282796976.0,207384449.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商12,629,630円、必要日客数389人が目安。",32.0,63.3,★★★☆☆,標準テナント実装型,32.0,★★★☆☆,63.3,標準テナント実装型
西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,262.7571万円,"2,722.96㎡",,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/,取得済み,34.3603444,134.0966033,262.7571,2722.96,,2627571.0,2722.96,823.7,郊外,大型,不明,上階・地下想定,不明,3190.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,906.0,0.34,0.29,0.1,1250,1445164.0,4072735.0,15084204.0,580162.0,12067.0,464.0,464.0,835.0,345952081.0,741325888.0,543638984.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商15,084,204円、必要日客数464人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 香川町川東下 の貸店舗（一部）,,,,,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-66cd2b560b0aca0019518799/,未取得,,,,,,,,,不明,不明,店舗系,不明,不明,,家賃・面積不明型,家賃・面積不明,要問い合わせ・個別検討,,0.3,0.25,0.1,1000,,,,,,,,,,,,0,0,要確認,必要月商または推奨必要日客数が算定不可,家賃・面積不明型。必要月商円、必要日客数人が目安。,,,,,,評価不可,,飲食可否対象外
ＹＩビル 201,,,,,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/,未取得,,,,,,,,,不明,不明,不明,不明,不明,,家賃・面積不明型,家賃・面積不明,要問い合わせ・個別検討,,0.3,0.25,0.1,1000,,,,,,,,,,,,0,0,要確認,必要月商または推奨必要日客数が算定不可,家賃・面積不明型。必要月商円、必要日客数人が目安。,,,,,,評価不可,,飲食可否対象外
ソリッド 4D,,,,,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/,未取得,,,,,,,,,不明,不明,不明,不明,不明,,家賃・面積不明型,家賃・面積不明,要問い合わせ・個別検討,,0.3,0.25,0.1,1000,,,,,,,,,,,,0,0,要確認,必要月商または推奨必要日客数が算定不可,家賃・面積不明型。必要月商円、必要日客数人が目安。,,,,,,評価不可,,飲食可否対象外
富士ビル 地下１階,,,,,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-6860169eee192602e4d25557/,未取得,,,,,,,,,不明,不明,不明,1階・路面想定,不明,,家賃・面積不明型,家賃・面積不明,要問い合わせ・個別検討,,0.3,0.25,0.1,1000,,,,,,,,,,,,0,0,要確認,必要月商または推奨必要日客数が算定不可,家賃・面積不明型。必要月商円、必要日客数人が目安。,,,,,,評価不可,,飲食可否対象外
プレシャス番町ビル 4F,香川県高松市番町３丁目,15.8 万円,86.88㎡,26.28坪,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,取得済み,34.3423736,134.0417194,15.8,86.88,26.28,158000.0,86.88,26.28,準中心街,中規模,不明,上階・地下想定,不明,6012.0,準中心街・生活圏型,,要個別検討,26.0,0.3,0.25,0.1,1000,160000.0,318000.0,908571.0,34945.0,909.0,35.0,35.0,52.0,7884000.0,18396000.0,13140000.0,19,19,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商908,571円、必要日客数35人が目安。",,,,,,評価不可,,飲食可否対象外
貸倉庫 新田町倉庫西 1階,香川県高松市新田町甲,22 万円,154.50㎡,46.73坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-other/detail-682728ded63cad74d6bc85b5/,未取得,,,22.0,154.5,46.73,220000.0,154.5,46.73,郊外,大型,倉庫・工場系,1階・路面想定,不明,4708.0,大型投資・高売上必須型,,大型リノベ・複合目的型カフェ,51.0,0.34,0.29,0.1,1300,250000.0,470000.0,1740741.0,66952.0,1339.0,52.0,52.0,93.0,21028500.0,44393500.0,32711000.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,740,741円、必要日客数52人が目安。",,,,,,評価不可,,飲食可否対象外
貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,262.7571 万円,"2,722.96㎡",823.69坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/,取得済み,34.241395,134.104442,262.7571,2722.96,823.69,2627571.0,2722.96,823.69,郊外,大型,店舗系,上階・地下想定,不明,3190.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,906.0,0.34,0.29,0.1,1250,1445164.0,4072735.0,15084204.0,580162.0,12067.0,464.0,464.0,835.0,345949800.0,741321000.0,543635400.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商15,084,204円、必要日客数464人が目安。",,,,,,評価不可,,飲食可否対象外
貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,53.96 万円,324.36㎡,98.11坪,可,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-682727f87ecab2371a64cb05/,取得済み,34.3400205,134.0501426,53.96,324.36,98.11,539600.0,324.36,98.11,中心街,大型,店舗系,不明,不明,5500.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,108.0,0.34,0.29,0.1,1250,296780.0,836380.0,3097704.0,119142.0,2478.0,95.0,95.0,172.0,41206200.0,88299000.0,64752600.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商3,097,704円、必要日客数95人が目安。",36.0,60.0,★★★☆☆,標準テナント実装型,36.0,★★★☆☆,60.0,標準テナント実装型
貸店舗・事務所(一部) オフィスビルいずみ,香川県高松市上天神町,55 万円,584.00㎡,176.65坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-684ad53f02f99e0e172ce8c6/,取得済み,34.2609473,134.034365,55.0,584.0,176.65,550000.0,584.0,176.65,準中心街,大型,店舗系,不明,不明,3114.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,194.0,0.34,0.29,0.1,1250,302500.0,852500.0,3157407.0,121439.0,2526.0,97.0,97.0,175.0,74193000.0,158985000.0,116589000.0,0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商3,157,407円、必要日客数97人が目安。",,,,,,評価不可,,飲食可否対象外
貸店舗・事務所(一括) 林町テナント 1階建,香川県高松市林町,35 万円,223.90㎡,67.72坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-698c049551f1f611e99e316a/,取得済み,34.2932608,134.0667599,35.0,223.9,67.72,350000.0,223.9,67.72,郊外,大型,店舗系,1階・路面想定,不明,5168.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,74.0,0.34,0.29,0.1,1250,250000.0,600000.0,2222222.0,85470.0,1778.0,68.0,68.0,123.0,28442400.0,60948000.0,44695200.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,222,222円、必要日客数68人が目安。",,,,,,評価不可,,飲食可否対象外
貸店舗・事務所(一部) 近藤第２ビル 3F,香川県高松市常磐町２丁目,2 万円,27.25㎡,8.24坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-66279c9acfabdb482d0d0275/,取得済み,34.3375186,134.0511328,2.0,27.25,8.24,20000.0,27.25,8.24,中心街,極小,店舗系,上階・地下想定,不明,2427.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,7.0,0.34,0.27,0.1,1600,80000.0,100000.0,344828.0,13263.0,216.0,8.0,8.0,17.0,3296000.0,7004000.0,5150000.0,92,92,A,推奨必要日客数20人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商344,828円、必要日客数8人が目安。",70.0,45.7,★★☆☆☆,実装難度高,70.0,★★☆☆☆,45.7,実装難度高
貸店舗（一部） ソウゲンビル 5階南,香川県高松市鍛冶屋町,2.53 万円,16.00㎡,4.83坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/,取得済み,34.3428604,134.0487343,2.53,16.0,4.83,25300.0,16.0,4.83,中心街,極小,店舗系,不明,不明,5238.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,4.0,0.33,0.26,0.1,1400,80000.0,105300.0,339677.0,13065.0,243.0,9.0,9.0,17.0,1835400.0,3864000.0,2849700.0,100,100,A,推奨必要日客数20人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商339,677円、必要日客数9人が目安。",71.0,45.6,★★☆☆☆,実装難度高,71.0,★★☆☆☆,45.6,実装難度高
貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,3.3 万円,18.96㎡,5.73坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,取得済み,34.3178937,133.8417036,3.3,18.96,5.73,33000.0,18.96,5.73,中心街,極小,店舗系,不明,不明,5759.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,113000.0,364516.0,14020.0,260.0,10.0,10.0,18.0,2177400.0,4584000.0,3380700.0,100,100,A,推奨必要日客数20人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商364,516円、必要日客数10人が目安。",79.0,43.6,★☆☆☆☆,実装難度高,79.0,★☆☆☆☆,43.6,実装難度高
貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,3.96 万円,21.07㎡,6.37坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/,取得済み,34.3400205,134.0501426,3.96,21.07,6.37,39600.0,21.07,6.37,中心街,極小,店舗系,不明,不明,6217.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,119600.0,385806.0,14839.0,276.0,11.0,11.0,19.0,2420600.0,5096000.0,3758300.0,100,100,A,推奨必要日客数20人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商385,806円、必要日客数11人が目安。",76.0,45.6,★★☆☆☆,実装難度高,76.0,★★☆☆☆,45.6,実装難度高
