判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,143,164,ＡＫビルⅩⅢ　１階 1階,ＹＩビル 201,香川県高松市百間町,香川県高松市百間町,25.3万円,8.8 万円,,10.2,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/
要確認候補,143,206,ＡＫビルⅩⅢ　１階 1階,貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,香川県高松市百間町,25.3万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,143,207,ＡＫビルⅩⅢ　１階 1階,貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,25.3万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
要確認候補,144,153,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,26.0656万円,33.1485万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68d9f87b7f54e611de549e33/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e65d5a95dbcb/
要確認候補,144,154,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,26.0656万円,33.1485万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68d9f87b7f54e611de549e33/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e665070e0af6/
要確認候補,145,174,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,貸店舗（一部） ソウゲンビル 5階南,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,26.4万円,2.53 万円,,4.83,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/
要確認候補,145,185,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,26.4万円,6.05 万円,,9.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/
要確認候補,145,198,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,26.4万円,16.5 万円,,18.63,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/
要確認候補,145,209,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,26.4万円,26.4 万円,,37.57,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
要確認候補,147,167,プレシャス番町ビル（第一讃機ビル） 2F南東コスモス,プレシャス番町ビル 4F,香川県高松市番町３丁目,香川県高松市番町３丁目,27.5万円,15.8 万円,,26.28,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8a4e80cccef06e5316d54/,https://www.setouchibluesky.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/
要確認候補,148,196,巧匠ビル　１・２階,貸店舗（一部） 大内ビル 1階,香川県高松市今新町,香川県高松市今新町,28万円,15 万円,,20.88,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-660e5dbfedc6e56a05971a7b/,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/
要確認候補,149,159,オフィスビルいずみ東１階 1階,オフィスビルいずみ,香川県高松市上天神町,香川県高松市上天神町,29.7万円,55万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-653f4bd6e89777535faced84/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60743b77298a4d7ba61a7822/
要確認候補,149,171,オフィスビルいずみ東１階 1階,貸店舗・事務所(一部) オフィスビルいずみ,香川県高松市上天神町,香川県高松市上天神町,29.7万円,55 万円,,176.65,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-653f4bd6e89777535faced84/,https://www.uemura-re.jp/kasi-tenpo/detail-684ad53f02f99e0e172ce8c6/
要確認候補,150,210,高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),貸店舗・事務所(一部) 高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,香川県高松市国分寺町福家,33万円,33 万円,,32.75,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68955a821363053550874c30/,https://www.mcrea.jp/kasi-tenpo/detail-68955a821363053550874c30/
要確認候補,151,211,ガーデンコート高松 2F,貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,香川県高松市大工町,33万円,33 万円,,60.35,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/
要確認候補,153,154,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,33.1485万円,33.1485万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e65d5a95dbcb/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e665070e0af6/
要確認候補,155,172,高松市 林町 (伏石駅) の貸店舗（一括）,貸店舗・事務所(一括) 林町テナント 1階建,香川県高松市林町,香川県高松市林町,35万円,35 万円,,67.72,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67a47b12991eeb6eed4aac18/,https://www.uemura-re.jp/kasi-tenpo/detail-698c049551f1f611e99e316a/
要確認候補,156,160,カーラビル １F,瓦町スクエアビルド ５階,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,49.5万円,83.13万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/
要確認候補,156,176,カーラビル １F,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,49.5万円,3.96 万円,,6.37,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/
要確認候補,156,191,カーラビル １F,貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,49.5万円,7.7 万円,,6.7,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/
要確認候補,156,212,カーラビル １F,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,49.5万円,49.5 万円,,37.67,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,157,162,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,51.4272万円,262.7571万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/
要確認候補,157,169,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,51.4272万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,157,203,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,51.4272万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,158,170,ソレイユ第一ビル 202,貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,香川県高松市亀井町,53.96万円,53.96 万円,,98.11,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897fe42494105814fab17/,https://www.uemura-re.jp/kasi-tenpo/detail-682727f87ecab2371a64cb05/
要確認候補,158,213,ソレイユ第一ビル 202,貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,香川県高松市亀井町,53.96万円,53.96 万円,,98.11,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897fe42494105814fab17/,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/
要確認候補,159,171,オフィスビルいずみ,貸店舗・事務所(一部) オフィスビルいずみ,香川県高松市上天神町,香川県高松市上天神町,55万円,55 万円,,176.65,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60743b77298a4d7ba61a7822/,https://www.uemura-re.jp/kasi-tenpo/detail-684ad53f02f99e0e172ce8c6/
要確認候補,160,176,瓦町スクエアビルド ５階,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,83.13万円,3.96 万円,,6.37,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/
要確認候補,160,191,瓦町スクエアビルド ５階,貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,83.13万円,7.7 万円,,6.7,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/
要確認候補,160,212,瓦町スクエアビルド ５階,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,83.13万円,49.5 万円,,37.67,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,161,175,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,3.3 万円,,5.73,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/
要確認候補,161,177,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,4.4 万円,,6.79,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/
要確認候補,161,180,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,5 万円,,8.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
要確認候補,161,181,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,5.28 万円,,7.47,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,161,182,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,5.5 万円,,9.54,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,161,183,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,5.5 万円,,8.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,161,186,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,6.05 万円,,9.77,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,161,190,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,7.7 万円,,12.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,161,199,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,16.5 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,161,204,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,22 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,161,214,ＷｅＢａｓｅ高松 B1-1F,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,220万円,220 万円,,314.21,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,162,169,西村ジョイ屋島店　２階北 2階,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,262.7571万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,162,203,西村ジョイ屋島店　２階北 2階,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,262.7571万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,164,206,ＹＩビル 201,貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,香川県高松市百間町,8.8 万円,22 万円,10.2,37.68,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,164,207,ＹＩビル 201,貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,8.8 万円,22 万円,10.2,37.68,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
自動重複削除,165,193,ソリッド 4D,貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,11 万円,11 万円,12.72,12.72,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,165,188,ソリッド 4D,貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,香川県高松市古馬場町,11 万円,7.15 万円,12.72,5.71,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/
要確認候補,165,202,ソリッド 4D,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,11 万円,16.5 万円,12.72,19.93,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,166,197,富士ビル 地下１階,貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,香川県高松市常磐町１丁目,12.1 万円,15.4 万円,28.13,22.82,瀬戸内ブルースカイ,エムクレア,https://www.setouchibluesky.jp/kasi-tenpo/detail-6860169eee192602e4d25557/,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/
要確認候補,169,203,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,262.7571 万円,17 万円,823.69,40.07,植村不動産,エムクレア,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
自動重複削除,170,213,貸店舗（一部） ソレイユ第一ビル 202,貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,香川県高松市亀井町,53.96 万円,53.96 万円,98.11,98.11,植村不動産,エムクレア,https://www.uemura-re.jp/kasi-tenpo/detail-682727f87ecab2371a64cb05/,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/
要確認候補,174,185,貸店舗（一部） ソウゲンビル 5階南,貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,2.53 万円,6.05 万円,4.83,9.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/
要確認候補,174,198,貸店舗（一部） ソウゲンビル 5階南,貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,2.53 万円,16.5 万円,4.83,18.63,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/
要確認候補,174,209,貸店舗（一部） ソウゲンビル 5階南,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,2.53 万円,26.4 万円,4.83,37.57,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
要確認候補,175,177,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,4.4 万円,5.73,6.79,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/
要確認候補,175,180,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,5 万円,5.73,8.07,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
要確認候補,175,181,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,5.28 万円,5.73,7.47,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,175,182,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,5.5 万円,5.73,9.54,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,175,183,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,5.5 万円,5.73,8.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,175,186,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,6.05 万円,5.73,9.77,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,175,190,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,7.7 万円,5.73,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,175,199,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,16.5 万円,5.73,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,175,204,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,22 万円,5.73,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,175,214,貸店舗（一部） クイーンズスクエア第２ビル 5－D,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,3.3 万円,220 万円,5.73,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,176,191,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,3.96 万円,7.7 万円,6.37,6.7,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/
要確認候補,176,212,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,3.96 万円,49.5 万円,6.37,37.67,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,177,180,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,5 万円,6.79,8.07,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
